t_rel_sec,mode,scenario,run_id,fault,drone,battery_pct,state
336.0,cloud,medium,run_01,fog_down,drone2,57.86,FAILED
336.63,cloud,medium,run_01,fog_down,drone1,57.76,FAILED
336.69,cloud,medium,run_01,fog_down,drone0,57.55,FAILED
337.01,cloud,medium,run_01,fog_down,drone2,57.77,FAILED
337.64,cloud,medium,run_01,fog_down,drone1,57.67,FAILED
337.69,cloud,medium,run_01,fog_down,drone0,57.46,FAILED
338.01,cloud,medium,run_01,fog_down,drone2,57.65,FAILED+UP
338.63,cloud,medium,run_01,fog_down,drone1,57.58,FAILED
338.69,cloud,medium,run_01,fog_down,drone0,57.37,FAILED
339.01,cloud,medium,run_01,fog_down,drone2,57.54,FAILED+UP
339.64,cloud,medium,run_01,fog_down,drone1,57.49,FAILED
339.68,cloud,medium,run_01,fog_down,drone0,57.28,FAILED
340.02,cloud,medium,run_01,fog_down,drone2,57.42,FAILED+UP
340.63,cloud,medium,run_01,fog_down,drone1,57.4,FAILED
340.69,cloud,medium,run_01,fog_down,drone0,57.19,FAILED
341.01,cloud,medium,run_01,fog_down,drone2,57.31,FAILED+UP
341.63,cloud,medium,run_01,fog_down,drone1,57.31,FAILED
341.71,cloud,medium,run_01,fog_down,drone0,57.1,FAILED
342.02,cloud,medium,run_01,fog_down,drone2,57.22,FAILED
342.64,cloud,medium,run_01,fog_down,drone1,57.22,FAILED
342.71,cloud,medium,run_01,fog_down,drone0,57.01,FAILED
343.01,cloud,medium,run_01,fog_down,drone2,57.13,FAILED
343.64,cloud,medium,run_01,fog_down,drone1,57.13,FAILED
343.7,cloud,medium,run_01,fog_down,drone0,56.92,FAILED
344.03,cloud,medium,run_01,fog_down,drone2,57.04,FAILED
344.64,cloud,medium,run_01,fog_down,drone1,57.04,FAILED
344.7,cloud,medium,run_01,fog_down,drone0,56.83,FAILED
345.02,cloud,medium,run_01,fog_down,drone2,56.95,FAILED
345.65,cloud,medium,run_01,fog_down,drone1,56.95,FAILED
345.71,cloud,medium,run_01,fog_down,drone0,56.74,FAILED
346.01,cloud,medium,run_01,fog_down,drone2,56.86,FAILED
346.63,cloud,medium,run_01,fog_down,drone1,56.86,FAILED
346.71,cloud,medium,run_01,fog_down,drone0,56.65,FAILED
347.01,cloud,medium,run_01,fog_down,drone2,56.77,FAILED
347.63,cloud,medium,run_01,fog_down,drone1,56.77,FAILED
347.73,cloud,medium,run_01,fog_down,drone0,56.54,FAILED+UP
348.01,cloud,medium,run_01,fog_down,drone2,56.68,FAILED
348.63,cloud,medium,run_01,fog_down,drone1,56.65,FAILED+UP
348.68,cloud,medium,run_01,fog_down,drone0,56.42,FAILED+UP
349.01,cloud,medium,run_01,fog_down,drone2,56.59,FAILED
349.63,cloud,medium,run_01,fog_down,drone1,56.54,FAILED+UP
349.68,cloud,medium,run_01,fog_down,drone0,56.31,FAILED+UP
350.0,cloud,medium,run_01,fog_down,drone2,56.5,FAILED
350.63,cloud,medium,run_01,fog_down,drone1,56.42,FAILED+UP
350.7,cloud,medium,run_01,fog_down,drone0,56.19,FAILED+UP
351.02,cloud,medium,run_01,fog_down,drone2,56.41,FAILED
351.67,cloud,medium,run_01,fog_down,drone1,56.31,FAILED+UP
351.69,cloud,medium,run_01,fog_down,drone0,56.1,FAILED
352.01,cloud,medium,run_01,fog_down,drone2,56.32,FAILED
352.63,cloud,medium,run_01,fog_down,drone1,56.22,FAILED
352.7,cloud,medium,run_01,fog_down,drone0,56.01,FAILED
353.01,cloud,medium,run_01,fog_down,drone2,56.23,FAILED
353.63,cloud,medium,run_01,fog_down,drone1,56.13,FAILED
353.69,cloud,medium,run_01,fog_down,drone0,55.92,FAILED
354.01,cloud,medium,run_01,fog_down,drone2,56.14,FAILED
354.63,cloud,medium,run_01,fog_down,drone1,56.04,FAILED
354.69,cloud,medium,run_01,fog_down,drone0,55.83,FAILED
355.01,cloud,medium,run_01,fog_down,drone2,56.02,FAILED+UP
355.63,cloud,medium,run_01,fog_down,drone1,55.95,FAILED
355.71,cloud,medium,run_01,fog_down,drone0,55.74,FAILED
356.01,cloud,medium,run_01,fog_down,drone2,55.91,FAILED+UP
356.63,cloud,medium,run_01,fog_down,drone1,55.86,FAILED
356.69,cloud,medium,run_01,fog_down,drone0,55.65,FAILED
357.03,cloud,medium,run_01,fog_down,drone2,55.79,FAILED+UP
357.63,cloud,medium,run_01,fog_down,drone1,55.77,FAILED
357.71,cloud,medium,run_01,fog_down,drone0,55.56,FAILED
358.02,cloud,medium,run_01,fog_down,drone2,55.68,FAILED+UP
358.64,cloud,medium,run_01,fog_down,drone1,55.68,FAILED
